identifier	name	definition	synonyms	alts	parents	species
11F4233	Madonna in a tree					
11F43	Madonna: Mary sitting on the ground, the Christ-child in her lap					
11F431	Mary sitting on the ground, the Christ-child in front of her in her lap					
11F4311	Mary sitting on the ground, the Christ-child in front of her, standing in her lap					
11F4312	Mary sitting on the ground, the Christ-child in front of her, sitting in her lap					
11F4313	Mary sitting on the ground, the Christ-child in front of her, lying in her lap					
11F43131	'Madonna dell'Umiltà' (usually Mary suckling the Christ-child while sitting on the ground)					
11F4314	Mary sitting on the ground, the Christ-child in front of her, kneeling in her lap					
11F432	Mary sitting on the ground, the Christ-child in her lap or on her knee (Christ-child to Mary's left)					
11F4321	Mary sitting on the ground, the Christ-child standing or stepping in Mary's lap or on her knee (Christ-child to Mary's left)					
11F4322	Mary sitting on the ground, the Christ-child sitting in Mary's lap or on her knee (Christ-child to Mary's left)					
11F4323	Mary sitting on the ground, the Christ-child lying in Mary's lap or on her knee (Christ-child to Mary's left)					
11F4324	Mary sitting on the ground, the Christ-child kneeling in Mary's lap or on her knee (Christ-child to Mary's left)					
11F44	Madonna: Mary (standing) with the Christ-child free-standing (or leaning against her)					
11F441	Mary (standing) with the Christ-child in front of her (free-standing or leaning against her)					
11F4411	Mary (standing) with the Christ-child in front of her (free-standing or leaning against her); Christ-child standing					
11F4412	Mary (standing) with the Christ-child in front of her (free-standing or leaning against her); Christ-child sitting					
11F4413	Mary (standing) with the Christ-child in front of her (free-standing); Christ-child lying					
11F4414	Mary (standing) with the Christ-child in front of her (free-standing or leaning against her); Christ-child kneeling					
11F442	Mary (standing) with the Christ-child beside her (free-standing or leaning against her)					
11F4421	Mary (standing) with the Christ-child beside her (free-standing or leaning against her); Christ-child standing					
11F4422	Mary (standing) with the Christ-child beside her (free-standing or leaning against her); Christ-child sitting					
11F4423	Mary (standing) with the Christ-child beside her (free-standing); Christ-child lying					
11F4424	Mary (standing) with the Christ-child beside her (free-standing or leaning against her); Christ-child kneeling					
11F45	Mary kneeling (on the ground), the Christ-child in front of her					
11F451	Mary kneeling (on the ground), the Christ-child standing in front of her					
